index,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7059,#NAME?,43298076,Gordon M,Manhattan,Harlem,40.82323,-73.95494,Private room,55,2,84,26/05/2019,1.82,4,72
7060,"Bright, Clean, Spacious Upper West Zen w/Balcony",3912042,Katie,Manhattan,Upper West Side,40.79092,-73.97426,Entire home/apt,185,3,59,19/06/2019,1.17,1,4
7061,Relaxing private bedroom,225454310,Tosin,Queens,Far Rockaway,40.59802,-73.75497,Private room,70,1,12,19/06/2019,1.69,4,361
7062,Cozy Room in Artistic Brownstone,1568517,Karl & Catherine,Queens,Long Island City,40.74527,-73.94629,Private room,69,1,153,18/01/2019,1.89,2,132
7063,Cozy & Quiet Harlem Studio,2462300,Jasmine,Manhattan,Harlem,40.81707,-73.9349,Entire home/apt,120,3,20,1/01/2019,0.94,1,0
7064,6 Bedroom Landmark West Village Townhouse,605463,West Village,Manhattan,West Village,40.73301,-74.00268,Entire home/apt,500,5,28,25/09/2018,0.31,4,297
7065,One Bedroom Apartment in Chelsea,5074654,Seth,Manhattan,Chelsea,40.74326,-74.00004,Entire home/apt,199,2,98,26/06/2019,1.88,2,33
7066,Lovely Room in Brooklyn,93690639,Teo,Brooklyn,Bensonhurst,40.61109,-74.00239,Private room,90,1,0,,,1,0
7067,No.2 with queen size bed,257683179,H Ai,Queens,Flushing,40.75104,-73.81459,Private room,45,1,1,7/07/2019,1,6,339
7068,sunny & spacious one-bedroom ,24048208,Maura,Brooklyn,Bedford-Stuyvesant,40.6848,-73.95728,Entire home/apt,140,3,0,,,1,0
7069,2 Queen Bed Spacious Room near Flatiron & Union Sq,260577152,Royalton Park Avenue,Manhattan,Midtown,40.74366,-73.98607,Private room,250,1,0,,,10,361
7070,2 Bed 2 Bath Close to Park pool In Building,113805886,Yaacov,Manhattan,Upper East Side,40.7771,-73.94996,Entire home/apt,240,31,5,16/06/2019,0.34,33,289
7071,Chic Apartment in Sunny Brownstone Building,8353665,Alexandra,Manhattan,Harlem,40.82227,-73.94878,Entire home/apt,150,4,4,15/05/2019,0.07,1,33
7072,Near Subway Sunny Spacious Room in NYC,7239405,Katy,Manhattan,Morningside Heights,40.81569,-73.96058,Private room,100,2,12,31/03/2019,0.17,1,252
7073,Sunny Bedroom in Brooklyn Loft,19735540,Hannah,Brooklyn,Bushwick,40.70754,-73.92138,Private room,55,2,0,,,1,0
7074,Entire floor of apartment with separate entrance,42979789,Vanessa,Brooklyn,Williamsburg,40.70845,-73.9402,Private room,85,3,7,1/07/2019,1,1,42
7075,The Crown Master,188391102,Alliot,Brooklyn,Crown Heights,40.67431,-73.94065,Entire home/apt,150,5,2,29/08/2018,0.15,2,364
7076,NYC Midtown West 1 bedroom luxury apartment!,30283594,Kara,Manhattan,Midtown,40.76571,-73.98312,Entire home/apt,239,30,0,,,121,352
7077,HUGE 1BR on the Upper East Side ,30354449,Avraham,Manhattan,Upper East Side,40.77139,-73.95766,Entire home/apt,110,1,3,14/02/2016,0.07,1,0
7078,"Sunny/Quiet/Clean/Zen, in Central Location!",42295490,C-S,Manhattan,Chinatown,40.71655,-73.99537,Private room,68,30,4,29/05/2019,0.64,2,0
7079,"Family friendly, sunny new condo in McCarren Park",2107905,Laura,Brooklyn,Greenpoint,40.72183,-73.94908,Entire home/apt,260,2,7,23/06/2018,0.09,1,0
7080,Gorgeous 2 Bedroom APT!,65361160,Peter,Queens,Ridgewood,40.70719,-73.91414,Entire home/apt,175,6,29,5/07/2019,0.83,1,55
7081,Elegant Uptown Historic District Garden Apartment,361855,Kurt,Manhattan,Washington Heights,40.83451,-73.93885,Entire home/apt,275,3,50,30/06/2019,0.87,2,277
7082,Astoria Prime- 5 Min to LaGuardia/20 Min to NYC!,60737457,Paige,Queens,Ditmars Steinway,40.7733,-73.90569,Entire home/apt,225,1,23,6/07/2019,9.58,1,109
7083,#4 ROOM 4FAMILY (4 guests) Train 3 Kingston Ave,256235740,Levi,Brooklyn,Crown Heights,40.66878,-73.93888,Shared room,45,2,0,,,3,365
7084,21st Floor Bedroom in Doorman & Elevator Building,24175837,Greg,Manhattan,Kips Bay,40.74423,-73.97742,Private room,69,4,107,15/04/2019,2.5,2,0
7085,Private Room on Brighton Beach,27295569,Michael,Brooklyn,Brighton Beach,40.5767,-73.96,Private room,45,1,5,23/06/2019,1.18,2,351
7086,Luxury Studio in Hell’s Kitchen - In Unit W/D,31404168,Ashley,Manhattan,Hell's Kitchen,40.76179,-73.99989,Entire home/apt,142,20,4,28/09/2018,0.3,1,0
7087,Dope Yurt in Brooklyn,1648806,Maraliz,Brooklyn,Williamsburg,40.71358,-73.94092,Private room,60,1,0,,,2,173
7088,"One B/R (1 Guest) Near Beach, A & air trains, JFK",139957134,Trudy,Queens,Arverne,40.59736,-73.80029,Private room,35,1,60,25/06/2019,2.73,3,348
7089,300 Square Foot Private Room - in MANHATTAN!!,18418581,Pooja,Manhattan,Washington Heights,40.85228,-73.93498,Private room,67,1,297,3/07/2019,5.92,3,271
7090,"Spacious 5 BED, 2 Full BATH (15 mins to Manhattan)",264990100,Yonaton,Brooklyn,Crown Heights,40.66566,-73.93282,Entire home/apt,395,3,1,16/06/2019,1,1,301
7091,Don’t miss it! Cozy Space is Available in Queens!,129875945,Judit,Queens,Forest Hills,40.71694,-73.83442,Private room,100,2,3,7/05/2019,0.42,1,161
7092,Cozy Bedroom with Private Bath & 2 Cats in Bedstuy,9212686,Kelly,Brooklyn,Bedford-Stuyvesant,40.68991,-73.93695,Private room,55,2,1,19/03/2019,0.27,1,0
7093,"Bklyn private room and private bathrm by F,G train",14898658,Chadanut,Brooklyn,Kensington,40.64293,-73.98043,Private room,56,1,58,1/01/2019,2.48,11,16
7094,Luxury April Sublet in Manhattan NY,53930780,Thomas,Manhattan,Harlem,40.80422,-73.95495,Private room,45,1,1,6/04/2016,0.03,1,0
7095,Modern Chic Private Room in Gramercy,14613015,Ava,Manhattan,Gramercy,40.73442,-73.98383,Private room,69,4,4,17/12/2018,0.21,1,0
7096,Modern Williamsburg,3086048,Christine,Brooklyn,Williamsburg,40.71704,-73.95789,Entire home/apt,275,4,27,2/01/2019,0.37,1,197
7097,PRIVATE ROOM IN NYC ARTIST LOFT,6494389,Daniel,Bronx,Port Morris,40.80904,-73.93037,Private room,65,2,64,20/06/2019,0.87,1,307
7098,"Private, elegant, apartment with beautiful garden",94676949,Althea,Brooklyn,East Flatbush,40.6413,-73.9236,Entire home/apt,100,2,97,7/07/2019,4.38,1,30
7099,Private Bushwick Bedroom Madison 3L-1,226410657,Nina,Brooklyn,Bedford-Stuyvesant,40.6877,-73.93146,Private room,42,30,2,11/05/2019,0.47,27,353
7100,Tiffany Room in Duplex Home,2219255,Natalie,Brooklyn,Canarsie,40.6258,-73.90004,Private room,39,5,60,9/06/2019,0.95,3,34
7101,"Sexy, Cozy, Work, Play Loft for 4",23913300,Kelly,Brooklyn,Williamsburg,40.71265,-73.96574,Entire home/apt,300,2,33,25/06/2019,0.86,2,76
7102,"Big, bright apartment by the beach.",46798824,Matt,Brooklyn,Brighton Beach,40.57844,-73.95822,Entire home/apt,199,1,0,,,1,0
7103,Luxury Apartment in Manhattan's Financial District,11845040,Alison,Manhattan,Financial District,40.70583,-74.00612,Private room,130,7,0,,,1,157
7104,Cozy private  bedroom  & bathroom,35386618,Andrea,Queens,Astoria,40.75706,-73.91834,Private room,70,1,7,25/05/2016,0.15,1,325
7105,Family Friendly Getaway,33070890,Susan,Brooklyn,Flatbush,40.63025,-73.96555,Entire home/apt,100,28,0,,,1,4
7106,"Gay friendly private room, 20 minutes to Manhattan",16950644,Bojan,Queens,Jackson Heights,40.75103,-73.8913,Private room,85,1,2,7/07/2019,2,1,42
7107,Huge bedroom in Morningside Heights townhouse,73964015,Austin,Manhattan,Harlem,40.80494,-73.95463,Private room,150,1,0,,,1,8
7108,Studio with a view,11966882,Svetlana,Manhattan,Kips Bay,40.73807,-73.98091,Entire home/apt,119,4,2,30/09/2018,0.15,1,0
7109,Bedroom w/ living room in heart of Crown Heights,100806,Madeline,Brooklyn,Crown Heights,40.67302,-73.94815,Private room,65,3,10,26/05/2019,0.93,1,12
7110,Stylish & Tranquil East Village Three Bedroom,11305249,Eric,Manhattan,East Village,40.72499,-73.98867,Entire home/apt,500,2,41,17/05/2019,2.83,1,126
7111,"Sunny Room near Prospect Park, 35mins to Manhattan",127545011,Kristiana,Brooklyn,East Flatbush,40.65222,-73.95016,Private room,35,1,5,30/11/2018,0.42,1,0
7112,Bright 1 bedroom near Columbia,9523245,Albane,Manhattan,Upper West Side,40.79739,-73.96945,Entire home/apt,195,3,8,9/07/2017,0.13,1,0
7113,Quiet room in apt Williamsburg 10 mins to City,101982307,Belinda,Brooklyn,Williamsburg,40.71661,-73.9551,Private room,60,2,27,16/03/2019,1.02,2,0
7114,Sunny private room in Park Slope,1231888,Alejandra,Brooklyn,Park Slope,40.67173,-73.97724,Private room,70,1,1,1/07/2015,0.02,1,0
7115,Large 1 BDR Apt on the UWS,3053578,Natalie,Manhattan,Upper West Side,40.79921,-73.96704,Entire home/apt,145,7,6,6/10/2016,0.1,1,0
7116,Huge 2 bed 2 bath Apartment!,11915544,Helena,Brooklyn,Prospect-Lefferts Gardens,40.65747,-73.95798,Entire home/apt,250,5,7,1/08/2017,0.11,1,195
7117,COMFORTABLE NYC RETREAT,6375533,LaNola,Manhattan,East Harlem,40.78828,-73.9484,Entire home/apt,175,1,70,27/06/2019,1.62,2,123
7118,"Large, Private, Sunny Room 8 min to Subway -Harlem",4538012,Karen,Manhattan,East Harlem,40.80931,-73.93982,Private room,65,4,8,18/06/2019,0.64,4,0
7119,Brooklyn Artists Loft - 1 Bedroom,105758386,Julia,Brooklyn,Williamsburg,40.70581,-73.93454,Entire home/apt,100,2,2,21/03/2018,0.12,1,0
7120,Comfort and Charm in Harlem Brownstone near Subway,16425715,Soon,Manhattan,Harlem,40.81198,-73.9437,Private room,80,1,134,3/07/2019,4.36,1,227
7121,Private 2 BR Mid-Century Modern Apt,186334891,Muneeba,Brooklyn,Sunset Park,40.66294,-73.99349,Entire home/apt,169,2,48,23/06/2019,3.42,2,171
7122,Loft room by the Brooklyn Bridge!,59958998,Alex,Brooklyn,Downtown Brooklyn,40.69449,-73.98367,Private room,80,1,0,,,1,0
7123,"A beautiful Stay in Brooklyn, Safe Sheepshead Bay.",179661186,Mirjam,Brooklyn,Sheepshead Bay,40.59876,-73.95296,Private room,61,2,3,1/07/2019,1.48,2,0
7124,Cat-sit in our Awesome Apartment!,2921076,Kelly,Brooklyn,Bedford-Stuyvesant,40.68235,-73.94634,Entire home/apt,500,7,3,30/12/2015,0.05,1,0
7125,Newly Renovated 3 Bedroom Apartment in Brooklyn,1892281,Ashley,Brooklyn,East Flatbush,40.65887,-73.9198,Entire home/apt,250,3,15,1/07/2019,1.3,1,266
7126,Large & sunny 2-bedroom in Windsor Terrace,15588105,Anna,Brooklyn,Windsor Terrace,40.64999,-73.97307,Entire home/apt,100,30,2,6/08/2018,0.06,1,222
7127,"Convenient, Greenwich/West Village Apartment",1582736,Pam,Manhattan,Greenwich Village,40.7338,-73.99498,Entire home/apt,200,5,7,5/01/2019,0.18,1,0
7128,House On Henry (3rd FLR Suite),11481,Annette,Brooklyn,Carroll Gardens,40.67967,-74.00154,Entire home/apt,175,2,233,24/06/2019,2.09,3,342
7129,1 RED BEDROOM IN 3 BEDROOMS APT,7858210,Maxime,Manhattan,Harlem,40.81614,-73.94116,Private room,50,2,66,29/05/2019,1.51,4,180
7130,"Room w/ amazing views, elevator & private bathroom",25064629,Bianca,Manhattan,Two Bridges,40.71291,-73.99463,Private room,119,3,42,13/06/2019,2.26,1,54
7131,Luxurious 1BR/1.5Bath Park Ave Apt,28005408,Srini,Manhattan,Murray Hill,40.74746,-73.97883,Entire home/apt,499,30,4,27/10/2015,0.09,1,364
7132,"New Spacious Condo! Near all, 7Mins to Midtown!",53044777,Marie,Queens,Long Island City,40.74298,-73.95804,Entire home/apt,290,5,0,,,1,270
7133,Hip Stylish WIlliamsburg Studio,2484383,Theresa,Brooklyn,Williamsburg,40.71345,-73.95689,Entire home/apt,175,2,15,3/06/2019,0.29,1,64
7134,"Quaint, Quiet East Village 1 BR",39549996,T.,Manhattan,East Village,40.72962,-73.98932,Private room,78,16,9,18/04/2019,0.19,1,23
7135,Private room in colorful Brooklyn neighborhood,44862267,Herman,Brooklyn,Williamsburg,40.70283,-73.93788,Private room,30,3,32,8/06/2019,1.85,1,36
7136,SPACIOUS Designer Loft - 1BR,24058309,Abigail,Manhattan,Midtown,40.75266,-73.97378,Entire home/apt,160,3,1,26/02/2016,0.02,1,0
7137,"Roof Deck, Grill & Private Room! Live like a local",24341064,Dori,Brooklyn,Sunset Park,40.66131,-73.99563,Private room,90,2,16,7/11/2016,0.44,1,0
7138,Sunny 1BR Center of East Village!,347036,Jasmine,Manhattan,East Village,40.72948,-73.98694,Entire home/apt,179,8,15,29/08/2018,0.19,1,0
7139,"Safe Location, next to Subway; Manhattan 20 mins",19377326,Alisa,Brooklyn,Crown Heights,40.67158,-73.96007,Entire home/apt,46,30,25,17/07/2018,1.02,1,0
7140,Williamsburg Oasis of Art ,11018460,Patricia,Brooklyn,Williamsburg,40.71593,-73.95642,Entire home/apt,210,3,4,27/09/2016,0.11,2,0
7141,Large Private Room Uptown,32924087,Faiven,Manhattan,Washington Heights,40.8334,-73.93913,Private room,81,2,8,3/01/2019,0.16,2,0
7142,Luxury Living in Bumpin Bushwick,489448,Tina,Brooklyn,Bushwick,40.6994,-73.92607,Private room,70,5,6,28/05/2019,1.57,2,99
7143,Furnished Upper East Side Room!,142246533,Kat,Manhattan,Upper East Side,40.76989,-73.94961,Private room,53,12,1,16/08/2017,0.04,1,0
7144,Chic Brooklyn Apartment,14100888,Alexandra,Brooklyn,Prospect-Lefferts Gardens,40.66316,-73.95442,Entire home/apt,200,2,15,24/04/2019,2.3,1,0
7145,Great spot in Brooklyn,4081688,Santiago,Brooklyn,Bedford-Stuyvesant,40.69407,-73.94551,Shared room,200,1,0,,,1,365
7146,Cozy/Beautiful studio in Times Square. Sleep 2,102287310,Vera,Manhattan,Hell's Kitchen,40.76704,-73.98646,Entire home/apt,199,3,0,,,3,358
7147,Amazing Open Floor Studio Extension,74351458,Harvey,Brooklyn,Bushwick,40.69893,-73.92624,Entire home/apt,115,5,54,7/06/2019,1.47,1,105
7148,Cozy Private Room Near Bronx Zoo,43583032,Stephanie,Bronx,West Farms,40.84328,-73.88173,Private room,79,1,3,8/10/2018,0.16,1,179
7149,Bright W.burg 2 bedroom with Giant Private Garden,3002665,Zoe,Brooklyn,Williamsburg,40.71459,-73.94485,Entire home/apt,200,1,17,30/06/2019,0.77,2,87
7150,Light-filled Brooklyn Bedroom and Art Space,15170042,Meaghan,Brooklyn,Crown Heights,40.67261,-73.9578,Private room,90,1,0,,,1,0
7151,Cute room! 15mins to LGA 17mins to Midtown.,137358866,Kazuya,Queens,Astoria,40.76399,-73.92581,Private room,37,30,1,31/05/2019,0.77,103,238
7152,Cozy Apartment on the Upper East,46544348,Kim,Manhattan,Upper East Side,40.77688,-73.94687,Entire home/apt,120,1,2,16/12/2015,0.05,1,0
7153,Air conditioned Wonderful Private Room for 1 or 2,9773038,Yuki,Brooklyn,Bedford-Stuyvesant,40.69485,-73.93866,Private room,48,5,6,16/06/2019,1.91,3,28
7154,Apt 2or3 bedr for 4 or more guests in Williamsburg,86077156,Franco,Brooklyn,Williamsburg,40.71036,-73.95477,Entire home/apt,180,2,115,22/06/2019,3.34,2,82
7155,"Park Slope 1 Bed, Roofdeck, Laundry",47835171,Lynette,Brooklyn,Park Slope,40.67384,-73.97765,Private room,100,1,0,,,1,0
7156,Charming Williamsburg Loft - 1 BR,63260432,Thibaut,Brooklyn,Greenpoint,40.7198,-73.95489,Entire home/apt,179,1,15,19/05/2019,2.54,1,0
7157,NEWLY Renovated Private 2 Bed Apt on 1 st Floor..,15192,Oscar,Brooklyn,Bedford-Stuyvesant,40.68268,-73.94548,Entire home/apt,95,4,33,22/06/2019,1.4,1,199
7158,Cozy + Quiet Private Bedroom in Prime Bushwick!,37731938,Brendan,Brooklyn,Bushwick,40.70093,-73.92375,Private room,90,2,11,26/06/2019,0.24,1,89
7159,Spacious Bushwick bedroom,29268760,Lena,Queens,Ridgewood,40.69284,-73.90348,Private room,45,7,0,,,1,0
7160,Brand New 3BR Apartment,10638711,Corey,Brooklyn,Williamsburg,40.70958,-73.94287,Entire home/apt,500,3,1,2/01/2014,0.01,1,0
7161,Fourth of July getaway,59105771,Rachel,Manhattan,Inwood,40.86083,-73.92626,Entire home/apt,140,3,5,27/12/2016,0.13,1,8
7162,A Serine Stay in Bedstuy,1398639,Juliet,Brooklyn,Bedford-Stuyvesant,40.68814,-73.93089,Private room,55,10,14,6/05/2019,0.31,3,301
7163,Panda Pod,6801469,Kelly,Queens,College Point,40.78824,-73.84056,Entire home/apt,65,3,28,25/06/2019,2.13,1,26
7164,Cozy and shared apt in hells&kitchen,248068752,Gúney,Manhattan,Hell's Kitchen,40.76441,-73.98838,Shared room,75,1,6,20/06/2019,1.7,5,361
7165,Clean and Cozy in Greenpoint/W'burg,1721426,Ashia,Brooklyn,Greenpoint,40.72559,-73.95384,Entire home/apt,167,5,2,9/06/2015,0.04,1,0
7166,"Lower East Side, Bohemian Home, hipster location",36232508,Brodii,Manhattan,Lower East Side,40.72036,-73.98458,Private room,155,3,27,29/10/2018,1.11,1,0
7167,West Village Gem - Renovated 3 Bedroom Apt!,117677214,Rodney,Manhattan,West Village,40.73103,-74.00319,Entire home/apt,325,5,47,9/06/2019,2.01,1,310
7168,Bedroom with Private Living Room near Central Park,43936824,Kylia,Manhattan,Upper East Side,40.77968,-73.95307,Private room,150,1,11,7/06/2019,0.97,1,0
7169,"Close to subway, all shops, restaurants!",49509847,Abhilasha Ashiv,Queens,Rego Park,40.72478,-73.85579,Entire home/apt,109,3,88,1/07/2019,2.49,1,357
7170,Huge Room on Central Park,36530547,Tj,Manhattan,Upper West Side,40.79126,-73.96738,Private room,110,1,0,,,1,0
7171,Clean and Quiet in Brooklyn,7355,Vt,Brooklyn,Bedford-Stuyvesant,40.68876,-73.94312,Private room,35,60,0,,,1,365
7172,Stylish Room on Express Line to Midtown,5334697,Shane,Manhattan,Washington Heights,40.83942,-73.93855,Private room,79,5,112,2/07/2019,1.59,3,1
7173,Paradise in New York City 2,185265758,Shama,Manhattan,Harlem,40.82269,-73.94969,Entire home/apt,247,2,24,6/07/2019,4.26,2,263
7174,Peaches Paradise.,101499766,Claudette,Queens,Springfield Gardens,40.68203,-73.75437,Private room,60,1,305,7/07/2019,9.83,2,341
7175,"1 private bedroom in Lower East Side, Manhattan",176983812,Lawrence,Manhattan,Lower East Side,40.72142,-73.98411,Private room,350,10,2,5/05/2018,0.13,1,87
7176,Quirky East Williamsburg/Bushwick Artist Duplex,109195230,Janique,Brooklyn,Williamsburg,40.70471,-73.94151,Private room,42,4,7,3/10/2018,0.37,1,0
7177,Sunny Room near all,9917136,Rani,Brooklyn,Bedford-Stuyvesant,40.67769,-73.92303,Private room,37,25,16,6/12/2018,0.24,3,179
7178,Room in beautiful Brownstone Apt,25889382,Erin,Brooklyn,Crown Heights,40.67649,-73.94657,Private room,60,2,79,30/05/2019,1.75,1,268
7179,Garden Apartment with Private Entry,20670026,Monifa & Saint,Brooklyn,Bedford-Stuyvesant,40.68084,-73.94779,Entire home/apt,115,2,259,30/06/2019,4.43,1,285
7180,Breathtaking City Views 3 Bed Apt. in Lincoln Sq!,836168,Henry,Manhattan,Upper West Side,40.7791,-73.98182,Entire home/apt,500,30,8,10/12/2016,0.24,11,365
7181,Private room and shared living room,134104016,Amy,Queens,Woodside,40.74505,-73.89995,Private room,80,2,11,4/11/2018,0.45,1,10
7182,Bedroom in Soho for working professional,29952888,Noah,Manhattan,SoHo,40.72029,-74.00033,Private room,67,30,0,,,1,50
7183,LUXURY BLDG - PRIVATE TERRACE/DOORMAN,40405299,Andra,Manhattan,Upper West Side,40.77174,-73.98934,Entire home/apt,200,3,16,7/05/2019,0.48,1,0
7184,Heart of Williamsburg,31691527,Kat,Brooklyn,Williamsburg,40.71698,-73.95879,Private room,365,2,4,9/06/2019,1.52,1,79
7185,Midtown West Studio,39531775,Mark,Manhattan,Hell's Kitchen,40.76449,-73.9934,Entire home/apt,175,3,0,,,1,0
7186,"Luxury Apt, Balcony, Rooftop - 20min Central Park",3749848,Sem,Queens,Long Island City,40.76654,-73.93508,Entire home/apt,90,6,0,,,1,0
7187,Lovely Chelsea 1 Bedroom,793225,Rachel,Manhattan,Chelsea,40.74572,-73.99965,Entire home/apt,125,9,10,22/08/2018,0.11,1,0
7188,The Come On Inn,3740621,Jonathan,Manhattan,Harlem,40.81465,-73.94265,Private room,150,1,40,3/06/2019,4.26,2,66
7189,The Chester Himes Room at Harlem Townhouse,3236595,René,Manhattan,Harlem,40.80926,-73.94979,Private room,75,3,48,19/06/2019,1.64,4,9
7190,West Chelsea Studios - Penthouse 12,113534805,Jackie,Manhattan,Chelsea,40.74932,-74.00333,Private room,500,1,0,,,1,89
7191,Cat lovers: 3-story Park Slope Townhouse with cat!,2427385,Andy,Brooklyn,Park Slope,40.67996,-73.98027,Entire home/apt,68,3,2,29/03/2017,0.05,1,0
7192,Large House in Brooklyn near Express Subway,158554204,Su,Brooklyn,Bedford-Stuyvesant,40.67917,-73.93103,Entire home/apt,500,1,7,1/06/2019,0.42,1,303
7193,EMPIRE STATE BUILDING APARTMENT,21328739,Rammi,Manhattan,Kips Bay,40.74266,-73.9792,Entire home/apt,220,7,36,22/06/2019,1.65,1,91
7194,Captain Steuben’s Brooklyn Studio in Clinton Hill,150355601,Michael,Brooklyn,Clinton Hill,40.69368,-73.96244,Entire home/apt,110,2,2,26/12/2017,0.11,1,0
7195,PRIVATE BATHROOM  AND KITCHEN AREA,131684478,Mervin (Michael),Staten Island,West Brighton,40.63452,-74.11707,Private room,45,2,47,1/02/2019,1.89,3,207
7196,"REDESIGNED 2Bdrs in PARK SLOPE,BROOKLYN !",87786261,Sophia,Brooklyn,South Slope,40.66064,-73.98564,Entire home/apt,129,1,67,26/06/2019,3.97,5,255
7197,Centrally located private home in flatbush,67869496,Debbie,Brooklyn,Flatlands,40.62187,-73.94414,Entire home/apt,250,1,0,,,1,0
7198,Beautiful and confortable room,109146538,Marisol,Queens,Jackson Heights,40.75184,-73.88722,Private room,60,1,46,1/07/2019,2.29,1,30
7199,luxury 1 bedroom apartment  midtown Manhattan,3348610,Ronnie,Manhattan,Chelsea,40.75014,-73.99069,Entire home/apt,250,6,17,16/06/2019,0.37,1,0
7200,room in Harlem,206217143,Isidro,Manhattan,Harlem,40.81968,-73.93858,Private room,40,1,7,24/05/2019,0.64,1,0
7201,Cozy private living in Queens,14323652,Brandon,Queens,Elmhurst,40.73873,-73.88147,Entire home/apt,85,2,36,31/03/2019,2.65,1,130
7202,Gramercy Getaway,83637,Liana,Manhattan,Gramercy,40.73804,-73.98503,Entire home/apt,500,28,5,8/04/2018,0.27,1,173
7203,5 Mins Walk to Columbia University,11523011,Tiara,Manhattan,Morningside Heights,40.80731,-73.96579,Private room,55,14,3,25/01/2019,0.19,2,164
7204,Unique loft space in the middle of Manhattan!,5740424,Maria,Manhattan,Midtown,40.75045,-73.98456,Entire home/apt,200,6,1,30/12/2016,0.03,1,0
